id,top,bottom,left,right,block
3917,.....####.,##....#.#.,..##...#.#,..##......,"{{.,.,.,.,.,#,#,#,#,.},{.,.,.,.,.,.,.,.,.,.},{#,.,.,#,.,#,.,#,#,#},{#,.,.,.,.,.,.,.,.,#},{.,.,.,.,.,.,.,.,.,.},{.,#,.,#,.,.,.,#,.,.},{.,.,.,#,.,.,.,.,#,.},{#,.,.,.,#,.,.,.,.,.},{.,.,.,#,.,.,.,#,.,.},{#,#,.,.,.,.,#,.,#,.}}"
1223,.##.#.##.#,#.########,...##.##.#,##.####..#,"{{.,#,#,.,#,.,#,#,.,#},{.,#,.,.,.,.,#,.,.,#},{.,.,.,.,.,.,.,.,#,.},{#,.,.,.,.,.,#,.,.,#},{#,.,#,.,.,#,#,#,.,#},{.,#,#,#,.,.,.,#,.,#},{#,.,.,.,.,#,.,#,.,#},{#,#,.,#,#,.,.,#,.,.},{.,.,.,.,.,#,#,#,.,.},{#,.,#,#,#,#,#,#,#,#}}"
2579,..#.##.###,#.#.#....#,.#..#.#..#,##.#.#..##,"{{.,.,#,.,#,#,.,#,#,#},{#,#,.,.,.,.,.,.,.,#},{.,.,#,.,.,.,#,.,#,.},{.,.,.,.,.,.,#,.,.,#},{#,.,.,.,#,.,.,.,.,.},{.,.,.,#,.,#,.,.,.,#},{#,.,.,.,.,.,.,.,.,.},{.,.,.,.,#,.,.,#,.,.},{.,.,.,.,.,.,.,.,.,#},{#,.,#,.,#,.,.,.,.,#}}"
1451,#.###..##.,.#####...#,#.#..####.,.#..##.#.#,"{{#,.,#,#,#,.,.,#,#,.},{.,.,#,.,.,.,.,.,.,#},{#,#,.,.,.,.,#,.,.,.},{.,#,#,.,.,.,#,#,#,.},{.,.,.,.,.,.,.,#,.,#},{#,.,.,.,.,#,.,.,.,#},{#,.,#,.,.,.,.,.,.,.},{#,#,.,.,#,.,.,#,#,#},{#,#,.,#,.,#,#,.,#,.},{.,#,#,#,#,#,.,.,.,#}}"
2683,###..#....,.#.####..#,###.....#.,..#####.##,"{{#,#,#,.,.,#,.,.,.,.},{#,.,.,.,.,.,.,.,#,.},{#,.,.,.,.,.,.,#,.,#},{.,#,.,#,#,.,.,.,#,#},{.,#,.,.,.,.,#,.,.,#},{.,#,#,.,.,.,.,#,.,#},{.,#,.,.,.,.,.,.,.,#},{.,.,.,.,.,#,.,.,#,.},{#,.,.,.,.,.,.,.,.,#},{.,#,.,#,#,#,#,.,.,#}}"
2467,#####.####,#..#..#.##,#.#...#.##,##.##.##.#,"{{#,#,#,#,#,.,#,#,#,#},{.,.,.,.,.,#,.,#,.,#},{#,.,.,#,.,.,.,.,#,.},{.,.,.,.,.,.,.,#,.,#},{.,.,.,.,.,.,.,#,.,#},{.,.,.,.,.,.,.,#,.,.},{#,.,.,.,.,.,.,.,.,#},{.,.,.,.,.,.,#,.,.,#},{#,.,#,.,.,.,.,.,.,.},{#,.,.,#,.,.,#,.,#,#}}"
1361,##.##....#,#.####.##.,##.#....##,####..##..,"{{#,#,.,#,#,.,.,.,.,#},{#,#,.,#,#,.,#,#,.,#},{.,.,.,.,.,.,.,.,.,#},{#,.,.,#,.,#,#,.,#,#},{.,.,.,.,.,#,.,.,.,.},{.,.,.,.,.,#,.,.,.,.},{.,.,.,.,.,.,.,.,#,#},{.,#,.,.,.,.,.,.,.,#},{#,#,#,.,.,.,.,.,.,.},{#,.,#,#,#,#,.,#,#,.}}"
3019,..##.###.#,##.####..#,.#...##..#,#.###.#..#,"{{.,.,#,#,.,#,#,#,.,#},{#,#,#,.,.,.,.,.,.,.},{.,.,.,.,.,.,.,.,.,#},{.,#,.,.,.,.,#,#,.,#},{.,.,#,.,.,.,.,.,.,#},{#,.,.,.,.,.,.,.,.,.},{#,.,#,.,.,#,.,.,#,#},{.,.,.,.,.,.,.,.,#,.},{.,.,.,.,.,.,.,.,.,.},{#,#,.,#,#,#,#,.,.,#}}"
2081,...#......,..#...#.##,.####...#.,..#####.##,"{{.,.,.,#,.,.,.,.,.,.},{#,#,.,.,.,#,.,.,.,.},{#,#,.,.,.,.,#,.,.,#},{#,.,.,.,.,.,.,#,#,#},{#,#,#,.,.,#,#,.,#,#},{.,.,#,.,.,.,#,.,#,#},{.,#,.,.,.,.,#,#,.,#},{.,#,.,.,#,#,.,.,.,.},{#,#,.,#,.,.,#,#,.,#},{.,.,#,.,.,.,#,.,#,#}}"
3923,.##.#.#..#,#.###..##.,.#.#.#.###,####..##..,"{{.,#,#,.,#,.,#,.,.,#},{#,.,.,.,.,.,.,.,.,#},{.,.,.,#,.,.,.,.,.,#},{#,.,.,.,#,.,.,.,.,#},{.,.,.,.,#,.,.,.,.,.},{#,.,.,.,.,.,.,#,.,.},{.,.,.,.,.,#,.,.,.,#},{#,#,#,.,.,#,.,.,#,#},{#,.,.,.,.,.,.,.,#,.},{#,.,#,#,#,.,.,#,#,.}}"
1811,.######.##,##.##..#..,.#.#.#..##,#.##....#.,"{{.,#,#,#,#,#,#,.,#,#},{#,#,.,.,.,.,.,.,.,.},{.,.,.,#,.,.,#,.,#,#},{#,.,.,.,.,#,.,.,.,#},{.,.,.,.,.,.,.,.,.,.},{#,.,.,.,.,.,#,.,#,.},{.,.,.,.,.,.,#,.,.,.},{.,#,#,.,.,.,#,.,#,.},{#,.,#,.,#,.,#,#,.,#},{#,#,.,#,#,.,.,#,.,.}}"
1709,..###.....,.#.##.#..#,.#..###.#.,.##.....##,"{{.,.,#,#,#,.,.,.,.,.},{#,.,.,#,.,.,.,.,.,#},{.,.,.,#,.,.,#,.,.,#},{.,.,.,.,.,.,#,.,.,.},{#,.,.,.,.,.,.,#,#,.},{#,#,.,#,.,#,#,.,.,.},{#,#,.,#,.,#,.,.,.,.},{.,.,.,.,.,.,.,.,#,.},{#,#,#,.,.,.,.,.,.,#},{.,#,.,#,#,.,#,.,.,#}}"
1181,.##..#####,..##...###,.#.#####..,#.##.#...#,"{{.,#,#,.,.,#,#,#,#,#},{#,#,.,.,.,.,#,#,.,.},{.,.,.,.,.,.,#,#,#,#},{#,#,#,.,.,.,.,#,.,#},{#,.,.,.,.,.,.,.,.,.},{#,.,.,.,.,.,.,.,.,#},{#,.,#,.,.,#,.,#,#,.},{#,.,.,#,#,.,#,.,.,.},{.,.,.,.,.,.,#,.,.,.},{.,.,#,#,.,.,.,#,#,#}}"
3467,..#......#,##.#.##...,.#.#.##.##,#...###...,"{{.,.,#,.,.,.,.,.,.,#},{#,.,.,.,#,.,.,#,.,.},{.,#,.,#,.,.,.,.,.,.},{#,#,.,.,#,.,.,.,#,.},{.,.,.,#,#,.,.,#,.,#},{#,.,.,.,#,#,#,.,.,#},{#,.,.,.,.,#,#,.,.,#},{.,.,.,.,.,#,.,.,.,.},{#,.,.,.,#,.,#,.,#,.},{#,#,.,#,.,#,#,.,.,.}}"
1787,#..##.#...,#..##.###.,#...#.#..#,.....###..,"{{#,.,.,#,#,.,#,.,.,.},{.,.,.,#,#,.,.,.,.,.},{.,#,.,.,.,#,#,#,#,.},{.,.,#,.,.,#,.,.,#,.},{#,.,#,.,#,#,.,.,#,.},{.,.,.,.,.,.,.,.,.,#},{#,#,.,.,.,#,.,.,.,#},{.,.,.,.,.,.,.,.,#,#},{.,.,.,.,.,#,.,#,.,.},{#,.,.,#,#,.,#,#,#,.}}"
1231,.#.....#.#,###.#.####,..##..#..#,##.....###,"{{.,#,.,.,.,.,.,#,.,#},{.,#,.,#,.,.,.,#,#,#},{#,.,.,.,.,#,.,.,#,.},{#,.,#,.,#,.,.,.,.,.},{.,.,.,.,.,.,#,.,.,.},{.,.,#,.,.,.,.,.,.,.},{#,.,#,.,.,#,#,#,.,.},{.,#,#,.,#,.,#,.,.,#},{.,.,.,.,#,#,.,.,.,#},{#,#,#,.,#,.,#,#,#,#}}"
2377,####.#.##.,..##..#.##,#....###..,.###..#.##,"{{#,#,#,#,.,#,.,#,#,.},{.,#,.,.,.,.,.,.,.,#},{.,.,#,.,.,#,.,#,.,#},{.,.,#,.,.,#,.,.,.,#},{.,#,.,.,.,.,.,.,#,.},{#,.,#,.,.,.,#,.,#,.},{#,.,#,.,.,#,.,.,.,#},{#,.,.,.,.,#,.,.,.,.},{.,.,.,.,.,.,#,.,.,#},{.,.,#,#,.,.,#,.,#,#}}"
1997,.#...###..,#.#.#.#.##,....##.###,....####.#,"{{.,#,.,.,.,#,#,#,.,.},{.,#,.,.,#,#,.,.,#,.},{.,.,.,#,.,.,#,.,.,.},{.,.,.,#,.,.,#,.,.,.},{#,#,.,.,#,.,#,.,#,#},{#,.,.,#,#,.,.,.,#,#},{.,#,.,.,#,.,.,.,.,#},{#,#,.,.,.,.,.,.,.,#},{#,.,.,#,.,#,.,.,.,.},{#,.,#,.,#,.,#,.,#,#}}"
1289,....###..#,...####.##,..##.####.,#######.##,"{{.,.,.,.,#,#,#,.,.,#},{.,.,.,.,.,#,.,.,#,#},{#,.,.,.,#,.,#,#,.,#},{#,.,.,#,.,.,.,.,.,#},{.,#,.,.,.,.,.,.,.,#},{#,#,#,.,.,.,.,#,.,#},{#,.,.,#,.,.,#,.,.,#},{#,.,.,.,.,#,.,#,.,.},{#,.,#,.,.,.,.,.,.,#},{.,.,.,#,#,#,#,.,#,#}}"
1093,#..#.#####,.#.#......,#...#..#..,#.####.#..,"{{#,.,.,#,.,#,#,#,#,#},{.,#,#,.,.,#,.,.,.,.},{.,.,.,.,.,.,.,.,.,#},{.,.,.,.,.,#,#,.,.,#},{#,.,.,.,.,.,.,#,#,#},{.,.,#,.,.,#,.,.,.,#},{.,#,.,.,.,.,.,.,.,.},{#,.,.,.,.,.,.,.,.,#},{.,#,.,.,.,.,.,.,.,.},{.,#,.,#,.,.,.,.,.,.}}"
1609,#####..###,#.###..###,#.###...##,#..##...##,"{{#,#,#,#,#,.,.,#,#,#},{.,.,.,.,.,.,.,#,#,.},{#,.,.,.,#,.,.,#,.,.},{#,.,.,.,.,.,.,.,.,#},{#,.,.,#,.,.,#,.,.,#},{.,#,.,.,.,.,.,.,.,.},{.,.,#,.,.,.,.,.,.,.},{.,.,#,.,.,.,#,.,.,.},{#,.,.,.,.,.,#,.,.,#},{#,.,#,#,#,.,.,#,#,#}}"
3049,#......#..,##..####.#,##.....#.#,..#....###,"{{#,.,.,.,.,.,.,#,.,.},{#,.,.,.,#,.,.,#,.,.},{.,.,.,.,#,.,.,.,#,#},{.,.,.,.,#,#,.,.,.,.},{.,.,.,.,.,#,.,.,.,.},{.,.,.,.,.,.,.,.,.,.},{.,.,.,.,#,#,.,.,.,.},{#,.,.,.,#,.,.,.,.,#},{.,.,.,.,#,.,.,.,.,#},{#,#,.,.,#,#,#,#,.,#}}"
1483,###.....#.,.#####.###,#####.###.,..#...#..#,"{{#,#,#,.,.,.,.,.,#,.},{#,.,.,.,#,#,.,.,.,.},{#,.,#,.,.,.,.,.,#,#},{#,.,.,.,#,.,.,.,.,.},{#,.,.,.,.,.,#,#,.,.},{.,.,.,.,.,.,.,.,.,.},{#,.,.,.,.,#,.,.,.,#},{#,#,#,#,.,.,.,.,.,.},{#,.,.,.,.,.,.,.,#,.},{.,#,#,#,#,#,.,#,#,#}}"
3581,##...#####,#...######,#....#####,#.#....###,"{{#,#,.,.,.,#,#,#,#,#},{.,.,.,.,.,.,.,.,.,.},{.,#,.,.,.,.,.,.,.,#},{.,.,.,.,.,.,#,.,.,.},{.,.,.,.,.,.,.,.,.,.},{#,.,.,#,.,.,.,.,#,.},{#,#,.,.,.,#,.,#,#,.},{#,#,.,.,.,.,.,#,#,#},{#,.,#,.,.,#,.,#,.,#},{#,.,.,.,#,#,#,#,#,#}}"
2143,....##..##,.#.####.##,...#....#.,##...##..#,"{{.,.,.,.,#,#,.,.,#,#},{.,.,.,.,.,.,.,.,.,#},{.,.,.,.,#,#,.,.,#,.},{#,.,.,.,.,.,.,#,.,.},{.,.,.,#,.,.,.,.,.,.},{.,.,.,.,.,.,.,.,#,#},{.,#,.,#,.,.,.,.,.,#},{.,.,.,.,.,.,.,.,.,.},{#,#,.,.,.,.,.,.,.,.},{.,#,.,#,#,#,#,.,#,#}}"
1601,...##..##.,#..###...#,....######,..#.##...#,"{{.,.,.,#,#,.,.,#,#,.},{.,.,.,#,.,.,.,.,.,.},{.,.,#,#,.,.,.,.,#,#},{.,.,#,#,.,.,#,.,#,.},{#,.,.,.,.,.,#,#,.,#},{#,#,.,.,.,.,.,#,#,#},{#,.,#,.,.,.,.,.,.,.},{#,.,.,.,.,.,.,.,.,.},{#,.,#,.,.,#,.,.,.,.},{#,.,.,#,#,#,.,.,.,#}}"
3121,..###.#..#,#.....#.#.,......#..#,#.#.#.#.#.,"{{.,.,#,#,#,.,#,.,.,#},{.,.,.,.,.,.,#,.,.,.},{.,.,#,.,.,.,.,.,.,#},{.,.,.,.,.,.,.,.,#,.},{.,.,.,.,.,.,.,.,.,#},{.,#,.,.,.,.,.,.,#,.},{#,.,#,.,.,.,.,#,.,#},{.,.,.,.,#,#,.,.,.,.},{.,.,.,.,#,.,.,#,#,#},{#,.,.,.,.,.,#,.,#,.}}"
2909,.##.....#.,###.###.##,.#..######,..#.#..#.#,"{{.,#,#,.,.,.,.,.,#,.},{#,.,.,.,.,.,.,.,.,.},{.,#,.,.,.,.,.,.,.,#},{.,#,#,#,.,.,.,.,.,.},{#,.,#,#,.,#,.,.,#,#},{#,.,#,.,#,.,.,.,#,.},{#,.,.,.,.,.,#,#,.,.},{#,#,.,.,.,.,.,.,.,#},{#,#,.,.,.,.,.,.,#,.},{#,#,#,.,#,#,#,.,#,#}}"
2477,###.#..#..,#..#...#..,##.#.#.###,.#######..,"{{#,#,#,.,#,.,.,#,.,.},{#,#,.,.,.,.,#,.,#,#},{.,.,.,.,.,#,.,.,.,#},{#,.,.,#,.,.,#,#,.,#},{.,.,.,.,#,.,.,.,.,#},{#,.,.,.,.,.,.,.,.,#},{.,.,.,#,.,.,#,.,#,#},{#,#,.,.,.,.,#,.,#,#},{#,.,#,.,.,.,.,.,.,.},{#,.,.,#,.,.,.,#,.,.}}"
2267,.##....#.#,#.##....##,.###.##..#,#....#..##,"{{.,#,#,.,.,.,.,#,.,#},{#,.,.,.,.,.,#,.,.,.},{#,.,.,.,.,.,#,#,.,.},{#,.,.,#,.,.,#,#,.,.},{.,#,.,.,.,#,.,#,.,.},{#,.,.,.,.,#,.,.,#,#},{#,.,.,.,.,#,.,#,.,.},{.,.,.,#,.,.,#,#,.,.},{.,.,.,.,.,#,#,.,.,#},{#,.,#,#,.,.,.,.,#,#}}"
