x,y,spot,n
37,38,L,0
38,38,L,0
39,38,L,0
40,38,L,0
41,38,.,0
42,38,L,0
43,38,L,0
44,38,L,0
45,38,L,0
46,38,L,0
47,38,L,0
48,38,L,0
49,38,L,0
50,38,.,0
51,38,L,0
52,38,L,0
53,38,L,0
54,38,L,0
55,38,L,0
56,38,.,0
57,38,L,0
58,38,L,0
59,38,L,0
60,38,.,0
61,38,L,0
62,38,L,0
63,38,L,0
64,38,L,0
65,38,L,0
66,38,L,0
67,38,L,0
68,38,L,0
69,38,L,0
70,38,L,0
71,38,L,0
72,38,L,0
73,38,L,0
74,38,.,0
75,38,L,0
76,38,L,0
77,38,L,0
78,38,L,0
79,38,L,0
80,38,L,0
81,38,L,0
82,38,L,0
83,38,.,0
84,38,.,0
85,38,L,0
86,38,L,0
87,38,L,0
88,38,L,0
89,38,L,0
90,38,L,0
0,39,L,0
1,39,L,0
2,39,L,0
3,39,L,0
4,39,L,0
5,39,L,0
6,39,L,0
7,39,L,0
8,39,L,0
9,39,L,0
10,39,L,0
11,39,L,0
12,39,L,0
13,39,L,0
14,39,L,0
15,39,L,0
16,39,L,0
17,39,.,0
18,39,L,0
19,39,L,0
20,39,.,0
21,39,L,0
22,39,L,0
23,39,L,0
24,39,L,0
25,39,L,0
26,39,L,0
27,39,L,0
28,39,.,0
29,39,L,0
30,39,L,0
31,39,L,0
32,39,L,0
33,39,L,0
34,39,.,0
35,39,L,0
36,39,L,0
37,39,L,0
38,39,L,0
39,39,L,0
40,39,.,0
41,39,.,0
42,39,L,0
43,39,L,0
44,39,L,0
45,39,L,0
46,39,L,0
47,39,L,0
48,39,L,0
49,39,L,0
50,39,L,0
51,39,L,0
52,39,L,0
53,39,L,0
54,39,L,0
55,39,L,0
56,39,.,0
57,39,L,0
58,39,L,0
59,39,L,0
60,39,.,0
61,39,L,0
62,39,L,0
63,39,L,0
64,39,L,0
65,39,L,0
66,39,L,0
67,39,L,0
68,39,.,0
69,39,L,0
70,39,L,0
71,39,L,0
72,39,L,0
73,39,L,0
74,39,.,0
75,39,L,0
76,39,L,0
77,39,L,0
78,39,L,0
79,39,.,0
80,39,L,0
81,39,L,0
82,39,L,0
83,39,L,0
84,39,L,0
85,39,L,0
86,39,L,0
87,39,L,0
88,39,L,0
89,39,L,0
90,39,L,0
0,40,.,0
1,40,.,0
2,40,.,0
3,40,.,0
4,40,.,0
5,40,L,0
6,40,L,0
7,40,.,0
8,40,.,0
9,40,.,0
10,40,L,0
11,40,.,0
12,40,.,0
13,40,L,0
14,40,.,0
15,40,L,0
16,40,L,0
17,40,.,0
18,40,.,0
19,40,.,0
20,40,.,0
21,40,.,0
22,40,.,0
23,40,.,0
24,40,.,0
25,40,L,0
26,40,.,0
27,40,.,0
28,40,.,0
29,40,.,0
30,40,.,0
31,40,.,0
32,40,.,0
33,40,L,0
34,40,.,0
35,40,L,0
36,40,L,0
37,40,L,0
38,40,L,0
39,40,L,0
40,40,.,0
41,40,.,0
42,40,L,0
43,40,.,0
44,40,L,0
45,40,L,0
46,40,L,0
47,40,.,0
48,40,.,0
49,40,.,0
50,40,L,0
51,40,.,0
52,40,.,0
53,40,L,0
54,40,.,0
55,40,.,0
56,40,.,0
57,40,.,0
58,40,L,0
59,40,.,0
60,40,L,0
61,40,.,0
62,40,.,0
63,40,L,0
64,40,.,0
65,40,.,0
66,40,.,0
67,40,.,0
68,40,.,0
69,40,L,0
70,40,.,0
71,40,L,0
72,40,.,0
73,40,.,0
74,40,.,0
75,40,.,0
76,40,.,0
77,40,.,0
78,40,.,0
79,40,.,0
80,40,.,0
81,40,L,0
82,40,.,0
83,40,.,0
84,40,L,0
85,40,.,0
86,40,L,0
87,40,.,0
88,40,.,0
89,40,.,0
90,40,L,0
0,41,L,0
1,41,L,0
2,41,L,0
3,41,L,0
4,41,L,0
5,41,L,0
6,41,L,0
7,41,L,0
8,41,L,0
9,41,L,0
10,41,L,0
11,41,L,0
12,41,L,0
13,41,L,0
14,41,L,0
15,41,L,0
16,41,L,0
17,41,.,0
18,41,L,0
19,41,L,0
20,41,L,0
21,41,L,0
22,41,.,0
23,41,L,0
24,41,L,0
25,41,.,0
26,41,L,0
27,41,L,0
28,41,.,0
29,41,L,0
30,41,L,0
31,41,L,0
32,41,L,0
33,41,L,0
34,41,.,0
35,41,L,0
36,41,L,0
37,41,L,0
38,41,L,0
39,41,.,0
40,41,L,0
41,41,.,0
42,41,L,0
43,41,L,0
44,41,L,0
45,41,L,0
46,41,L,0
47,41,L,0
48,41,L,0
49,41,L,0
50,41,.,0
51,41,L,0
52,41,L,0
53,41,L,0
54,41,L,0
55,41,L,0
56,41,L,0
57,41,L,0
58,41,.,0
59,41,L,0
60,41,.,0
61,41,L,0
62,41,L,0
63,41,L,0
64,41,L,0
65,41,L,0
66,41,L,0
67,41,L,0
68,41,.,0
69,41,L,0
70,41,L,0
71,41,L,0
72,41,L,0
73,41,L,0
74,41,.,0
75,41,L,0
76,41,L,0
77,41,L,0
78,41,L,0
79,41,.,0
80,41,L,0
81,41,L,0
82,41,L,0
83,41,L,0
84,41,L,0
85,41,L,0
86,41,L,0
87,41,L,0
88,41,L,0
89,41,L,0
90,41,L,0
0,42,L,0
1,42,L,0
2,42,L,0
3,42,L,0
4,42,L,0
5,42,L,0
6,42,L,0
7,42,L,0
8,42,L,0
9,42,.,0
10,42,L,0
11,42,L,0
12,42,L,0
13,42,L,0
14,42,L,0
15,42,L,0
16,42,L,0
17,42,L,0
18,42,L,0
19,42,L,0
20,42,L,0
21,42,L,0
22,42,.,0
23,42,L,0
24,42,L,0
25,42,L,0
26,42,L,0
27,42,L,0
28,42,.,0
29,42,L,0
30,42,L,0
31,42,.,0
32,42,L,0
33,42,L,0
34,42,L,0
35,42,L,0
36,42,L,0
37,42,L,0
38,42,L,0
39,42,L,0
40,42,L,0
41,42,L,0
42,42,L,0
43,42,L,0
44,42,L,0
45,42,L,0
46,42,L,0
47,42,L,0
48,42,L,0
49,42,L,0
50,42,.,0
51,42,L,0
52,42,L,0
53,42,L,0
54,42,.,0
55,42,L,0
56,42,L,0
57,42,L,0
58,42,L,0
59,42,L,0
60,42,.,0
61,42,L,0
62,42,L,0
63,42,L,0
64,42,L,0
65,42,L,0
66,42,L,0
67,42,L,0
68,42,.,0
69,42,L,0
70,42,L,0
71,42,L,0
72,42,L,0
73,42,L,0
74,42,.,0
75,42,L,0
76,42,L,0
77,42,L,0
78,42,L,0
79,42,.,0
80,42,L,0
81,42,L,0
82,42,L,0
83,42,L,0
84,42,L,0
85,42,L,0
86,42,L,0
87,42,L,0
88,42,L,0
89,42,L,0
90,42,L,0
0,43,L,0
1,43,L,0
2,43,L,0
3,43,L,0
4,43,L,0
5,43,L,0
6,43,L,0
7,43,L,0
8,43,L,0
9,43,.,0
10,43,L,0
11,43,L,0
12,43,L,0
13,43,L,0
14,43,L,0
15,43,L,0
16,43,L,0
17,43,L,0
18,43,L,0
19,43,L,0
20,43,L,0
21,43,L,0
22,43,.,0
23,43,L,0
24,43,L,0
25,43,.,0
26,43,L,0
27,43,L,0
28,43,.,0
29,43,L,0
30,43,L,0
31,43,L,0
32,43,L,0
33,43,L,0
34,43,.,0
35,43,L,0
36,43,L,0
37,43,L,0
38,43,L,0
39,43,L,0
40,43,L,0
41,43,.,0
42,43,L,0
43,43,L,0
44,43,L,0
45,43,L,0
46,43,L,0
47,43,L,0
48,43,L,0
49,43,L,0
50,43,.,0
51,43,L,0
52,43,L,0
53,43,L,0
54,43,L,0
55,43,L,0
56,43,L,0
57,43,L,0
58,43,L,0
59,43,L,0
60,43,.,0
61,43,L,0
62,43,.,0
63,43,L,0
64,43,L,0
65,43,L,0
66,43,L,0
67,43,L,0
68,43,.,0
69,43,L,0
70,43,L,0
71,43,L,0
72,43,L,0
73,43,L,0
74,43,L,0
75,43,L,0
76,43,L,0
77,43,L,0
78,43,L,0
79,43,L,0
80,43,L,0
81,43,L,0
82,43,L,0
83,43,L,0
84,43,L,0
85,43,L,0
86,43,L,0
87,43,L,0
88,43,L,0
89,43,L,0
90,43,L,0
0,44,L,0
1,44,L,0
2,44,L,0
3,44,L,0
4,44,L,0
5,44,L,0
6,44,L,0
7,44,L,0
8,44,L,0
9,44,L,0
10,44,L,0
11,44,.,0
12,44,L,0
13,44,L,0
14,44,L,0
15,44,L,0
16,44,L,0
17,44,.,0
18,44,L,0
19,44,L,0
20,44,L,0
21,44,L,0
22,44,.,0
23,44,L,0
24,44,L,0
25,44,L,0
26,44,L,0
27,44,L,0
28,44,L,0
29,44,L,0
30,44,L,0
31,44,L,0
32,44,L,0
33,44,L,0
34,44,L,0
35,44,L,0
36,44,L,0
37,44,L,0
38,44,L,0
39,44,L,0
40,44,L,0
41,44,.,0
42,44,L,0
43,44,L,0
44,44,L,0
45,44,L,0
46,44,L,0
47,44,L,0
48,44,L,0
49,44,L,0
50,44,.,0
51,44,L,0
52,44,L,0
53,44,L,0
54,44,L,0
55,44,L,0
56,44,L,0
57,44,.,0
58,44,L,0
59,44,L,0
60,44,.,0
61,44,L,0
62,44,L,0
63,44,L,0
64,44,L,0
65,44,L,0
66,44,.,0
67,44,L,0
68,44,.,0
69,44,L,0
70,44,L,0
71,44,L,0
72,44,L,0
73,44,L,0
74,44,.,0
75,44,L,0
76,44,L,0
77,44,L,0
78,44,L,0
79,44,L,0
80,44,L,0
81,44,L,0
82,44,L,0
83,44,L,0
84,44,L,0
85,44,L,0
86,44,.,0
87,44,L,0
88,44,L,0
89,44,L,0
90,44,L,0
0,45,L,0
1,45,L,0
2,45,L,0
3,45,L,0
4,45,L,0
5,45,L,0
6,45,L,0
7,45,L,0
8,45,L,0
9,45,L,0
10,45,L,0
11,45,L,0
12,45,L,0
13,45,L,0
14,45,L,0
15,45,L,0
16,45,L,0
17,45,L,0
18,45,L,0
19,45,L,0
20,45,L,0
21,45,L,0
22,45,.,0
23,45,L,0
24,45,L,0
25,45,L,0
26,45,L,0
27,45,.,0
28,45,L,0
29,45,L,0
30,45,L,0
31,45,L,0
32,45,L,0
33,45,L,0
34,45,L,0
35,45,.,0
36,45,L,0
37,45,L,0
38,45,L,0
39,45,L,0
40,45,L,0
41,45,L,0
42,45,L,0
43,45,L,0
44,45,L,0
45,45,.,0
46,45,L,0
47,45,L,0
48,45,L,0
49,45,L,0
50,45,.,0
51,45,L,0
52,45,L,0
53,45,L,0
54,45,L,0
55,45,L,0
56,45,L,0
57,45,L,0
58,45,L,0
59,45,L,0
60,45,.,0
61,45,L,0
62,45,L,0
63,45,L,0
64,45,L,0
65,45,L,0
66,45,L,0
67,45,L,0
68,45,.,0
69,45,L,0
70,45,L,0
71,45,L,0
72,45,L,0
73,45,L,0
74,45,L,0
75,45,L,0
76,45,L,0
77,45,.,0
78,45,L,0
79,45,.,0
80,45,L,0
81,45,L,0
82,45,L,0
83,45,L,0
84,45,L,0
85,45,L,0
86,45,L,0
87,45,L,0
88,45,L,0
89,45,L,0
90,45,L,0
0,46,L,0
1,46,L,0
2,46,L,0
3,46,L,0
4,46,L,0
5,46,L,0
6,46,L,0
7,46,L,0
8,46,L,0
9,46,.,0
10,46,L,0
11,46,L,0
12,46,L,0
13,46,L,0
14,46,L,0
15,46,L,0
16,46,L,0
17,46,.,0
18,46,L,0
19,46,L,0
20,46,L,0
21,46,L,0
22,46,.,0
23,46,.,0
24,46,L,0
25,46,L,0
26,46,L,0
27,46,L,0
28,46,.,0
29,46,L,0
30,46,L,0
31,46,L,0
32,46,L,0
33,46,L,0
34,46,.,0
35,46,L,0
36,46,L,0
37,46,L,0
38,46,L,0
39,46,L,0
40,46,L,0
41,46,.,0
42,46,L,0
43,46,L,0
44,46,L,0
45,46,L,0
46,46,L,0
47,46,L,0
48,46,L,0
49,46,L,0
50,46,L,0
51,46,L,0
52,46,L,0
53,46,L,0
54,46,L,0
55,46,L,0
56,46,L,0
57,46,L,0
58,46,L,0
59,46,L,0
60,46,L,0
61,46,L,0
62,46,L,0
63,46,L,0
64,46,L,0
65,46,L,0
66,46,L,0
67,46,L,0
68,46,.,0
69,46,L,0
70,46,L,0
71,46,L,0
72,46,L,0
73,46,L,0
74,46,.,0
75,46,L,0
76,46,L,0
77,46,L,0
78,46,L,0
79,46,.,0
80,46,L,0
81,46,L,0
82,46,L,0
83,46,L,0
84,46,L,0
85,46,L,0
86,46,L,0
87,46,L,0
88,46,L,0
89,46,.,0
90,46,L,0
0,47,L,0
1,47,L,0
2,47,L,0
3,47,L,0
4,47,.,0
5,47,L,0
6,47,L,0
7,47,L,0
8,47,L,0
9,47,.,0
10,47,L,0
11,47,L,0
12,47,.,0
13,47,L,0
14,47,L,0
15,47,L,0
16,47,L,0
17,47,.,0
18,47,L,0
19,47,L,0
20,47,L,0
21,47,L,0
22,47,.,0
23,47,L,0
24,47,L,0
25,47,L,0
26,47,L,0
27,47,L,0
28,47,.,0
29,47,L,0
30,47,L,0
31,47,L,0
32,47,L,0
33,47,L,0
34,47,.,0
35,47,L,0
36,47,L,0
37,47,L,0
38,47,L,0
39,47,L,0
40,47,L,0
41,47,L,0
42,47,L,0
43,47,L,0
44,47,L,0
45,47,L,0
46,47,L,0
47,47,.,0
48,47,L,0
49,47,L,0
50,47,.,0
51,47,L,0
52,47,L,0
53,47,L,0
54,47,L,0
55,47,L,0
56,47,L,0
57,47,L,0
58,47,L,0
59,47,L,0
60,47,.,0
61,47,L,0
62,47,L,0
63,47,L,0
64,47,L,0
65,47,L,0
66,47,L,0
67,47,L,0
68,47,.,0
69,47,L,0
70,47,L,0
71,47,.,0
72,47,L,0
73,47,L,0
74,47,L,0
75,47,L,0
76,47,L,0
77,47,L,0
78,47,.,0
79,47,L,0
80,47,L,0
81,47,L,0
82,47,L,0
83,47,L,0
84,47,L,0
85,47,L,0
86,47,L,0
87,47,L,0
88,47,L,0
89,47,L,0
90,47,L,0
0,48,L,0
1,48,L,0
2,48,L,0
3,48,L,0
4,48,L,0
5,48,L,0
6,48,L,0
7,48,L,0
8,48,L,0
9,48,.,0
10,48,L,0
11,48,L,0
12,48,L,0
13,48,.,0
14,48,L,0
15,48,L,0
16,48,L,0
17,48,.,0
18,48,L,0
19,48,L,0
20,48,L,0
21,48,L,0
22,48,.,0
23,48,L,0
24,48,L,0
25,48,L,0
26,48,L,0
27,48,L,0
28,48,.,0
29,48,L,0
30,48,L,0
31,48,L,0
32,48,L,0
33,48,L,0
34,48,L,0
35,48,L,0
36,48,L,0
37,48,L,0
38,48,L,0
39,48,L,0
40,48,L,0
41,48,L,0
42,48,L,0
43,48,L,0
44,48,L,0
45,48,L,0
46,48,L,0
47,48,L,0
48,48,L,0
49,48,L,0
50,48,.,0
51,48,L,0
52,48,L,0
53,48,L,0
54,48,L,0
55,48,L,0
56,48,L,0
57,48,L,0
58,48,L,0
59,48,L,0
60,48,L,0
61,48,L,0
62,48,.,0
63,48,L,0
64,48,L,0
65,48,L,0
66,48,.,0
67,48,L,0
68,48,.,0
69,48,L,0
70,48,L,0
71,48,L,0
72,48,L,0
73,48,L,0
74,48,L,0
75,48,L,0
76,48,L,0
77,48,L,0
78,48,L,0
79,48,.,0
80,48,L,0
81,48,L,0
82,48,L,0
83,48,L,0
84,48,L,0
85,48,L,0
86,48,L,0
87,48,L,0
88,48,L,0
89,48,L,0
90,48,L,0
0,49,L,0
1,49,.,0
2,49,L,0
3,49,.,0
4,49,L,0
5,49,.,0
6,49,L,0
7,49,.,0
8,49,.,0
9,49,L,0
10,49,L,0
11,49,L,0
12,49,L,0
13,49,.,0
14,49,.,0
15,49,.,0
16,49,.,0
17,49,.,0
18,49,L,0
19,49,L,0
20,49,.,0
21,49,L,0
22,49,L,0
23,49,.,0
24,49,.,0
25,49,.,0
26,49,L,0
27,49,.,0
28,49,.,0
29,49,.,0
30,49,.,0
31,49,.,0
32,49,.,0
33,49,L,0
34,49,L,0
35,49,.,0
36,49,.,0
37,49,L,0
38,49,L,0
39,49,L,0
40,49,.,0
41,49,L,0
42,49,.,0
43,49,L,0
44,49,.,0
45,49,L,0
46,49,L,0
47,49,.,0
48,49,L,0
49,49,L,0
50,49,.,0
51,49,.,0
52,49,.,0
53,49,.,0
54,49,L,0
55,49,.,0
56,49,L,0
57,49,.,0
58,49,.,0
59,49,.,0
60,49,.,0
61,49,L,0
62,49,.,0
63,49,.,0
64,49,L,0
65,49,L,0
66,49,.,0
67,49,L,0
68,49,.,0
69,49,.,0
70,49,.,0
71,49,.,0
72,49,.,0
73,49,.,0
74,49,.,0
75,49,L,0
76,49,L,0
77,49,L,0
78,49,L,0
79,49,L,0
80,49,L,0
81,49,L,0
82,49,.,0
83,49,L,0
84,49,.,0
85,49,.,0
86,49,.,0
87,49,.,0
88,49,L,0
89,49,L,0
90,49,.,0
0,50,L,0
1,50,L,0
2,50,L,0
3,50,L,0
4,50,L,0
5,50,L,0
6,50,L,0
7,50,L,0
8,50,L,0
9,50,.,0
10,50,L,0
11,50,L,0
12,50,L,0
13,50,L,0
14,50,L,0
15,50,L,0
16,50,L,0
17,50,L,0
18,50,.,0
19,50,L,0
20,50,L,0
21,50,L,0
22,50,.,0
23,50,L,0
24,50,L,0
25,50,L,0
26,50,L,0
27,50,L,0
28,50,.,0
29,50,L,0
30,50,L,0
31,50,L,0
32,50,L,0
33,50,L,0
34,50,L,0
35,50,L,0
36,50,L,0
37,50,L,0
38,50,.,0
39,50,L,0
40,50,L,0
41,50,L,0
42,50,L,0
43,50,L,0
44,50,L,0
45,50,L,0
46,50,L,0
47,50,L,0
48,50,L,0
49,50,L,0
50,50,L,0
51,50,L,0
52,50,L,0
53,50,L,0
54,50,L,0
55,50,L,0
56,50,L,0
57,50,L,0
58,50,L,0
59,50,L,0
60,50,.,0
61,50,L,0
62,50,L,0
63,50,L,0
64,50,L,0
65,50,L,0
66,50,L,0
67,50,L,0
68,50,L,0
69,50,L,0
70,50,L,0
71,50,L,0
72,50,L,0
73,50,L,0
74,50,.,0
75,50,L,0
76,50,L,0
77,50,L,0
78,50,L,0
79,50,.,0
80,50,L,0
81,50,L,0
82,50,L,0
83,50,L,0
84,50,L,0
85,50,L,0
86,50,L,0
87,50,L,0
88,50,L,0
89,50,L,0
90,50,L,0
0,51,L,0
1,51,L,0
2,51,L,0
3,51,L,0
4,51,L,0
5,51,L,0
6,51,L,0
7,51,L,0
8,51,L,0
9,51,L,0
10,51,L,0
11,51,L,0
12,51,L,0
13,51,L,0
14,51,L,0
15,51,L,0
16,51,L,0
17,51,.,0
18,51,L,0
19,51,L,0
20,51,L,0
21,51,L,0
22,51,.,0
23,51,L,0
24,51,L,0
25,51,L,0
26,51,L,0
27,51,L,0
28,51,.,0
29,51,L,0
30,51,L,0
31,51,L,0
32,51,L,0
33,51,L,0
34,51,.,0
35,51,L,0
36,51,L,0
37,51,.,0
38,51,L,0
39,51,L,0
40,51,L,0
41,51,.,0
42,51,L,0
43,51,L,0
44,51,L,0
45,51,L,0
46,51,L,0
47,51,L,0
48,51,L,0
49,51,L,0
50,51,.,0
51,51,L,0
52,51,L,0
53,51,L,0
54,51,L,0
55,51,L,0
56,51,L,0
57,51,L,0
58,51,L,0
59,51,L,0
60,51,L,0
61,51,L,0
62,51,L,0
63,51,L,0
64,51,L,0
65,51,L,0
66,51,L,0
67,51,L,0
68,51,L,0
69,51,L,0
70,51,L,0
71,51,L,0
72,51,L,0
73,51,L,0
74,51,.,0
75,51,L,0
76,51,L,0
77,51,L,0
78,51,L,0
79,51,L,0
80,51,L,0
81,51,L,0
82,51,L,0
83,51,L,0
84,51,L,0
85,51,L,0
86,51,L,0
87,51,L,0
88,51,L,0
89,51,L,0
90,51,L,0
0,52,L,0
1,52,.,0
2,52,L,0
3,52,L,0
4,52,L,0
5,52,L,0
6,52,L,0
7,52,L,0
8,52,L,0
9,52,L,0
10,52,L,0
11,52,L,0
12,52,L,0
13,52,L,0
14,52,L,0
15,52,L,0
16,52,L,0
17,52,.,0
18,52,.,0
19,52,L,0
20,52,L,0
21,52,L,0
22,52,L,0
23,52,.,0
24,52,L,0
25,52,L,0
26,52,L,0
27,52,L,0
28,52,L,0
29,52,L,0
30,52,L,0
31,52,.,0
32,52,.,0
33,52,L,0
34,52,.,0
35,52,L,0
36,52,L,0
37,52,L,0
38,52,L,0
39,52,L,0
40,52,L,0
41,52,.,0
42,52,L,0
43,52,L,0
44,52,L,0
45,52,.,0
46,52,L,0
47,52,L,0
48,52,L,0
49,52,L,0
50,52,.,0
51,52,L,0
52,52,L,0
53,52,L,0
54,52,L,0
55,52,L,0
56,52,L,0
57,52,L,0
58,52,L,0
59,52,L,0
60,52,.,0
61,52,L,0
62,52,L,0
63,52,L,0
64,52,L,0
65,52,L,0
66,52,L,0
67,52,L,0
68,52,.,0
69,52,L,0
70,52,L,0
71,52,L,0
72,52,L,0
73,52,L,0
74,52,.,0
75,52,L,0
76,52,L,0
77,52,L,0
78,52,L,0
79,52,.,0
80,52,L,0
81,52,L,0
82,52,L,0
83,52,L,0
84,52,L,0
85,52,L,0
86,52,L,0
87,52,L,0
88,52,L,0
89,52,L,0
90,52,L,0
0,53,L,0
1,53,L,0
2,53,L,0
3,53,L,0
4,53,L,0
5,53,L,0
6,53,L,0
7,53,L,0
8,53,L,0
9,53,.,0
10,53,L,0
11,53,L,0
12,53,L,0
13,53,L,0
14,53,L,0
15,53,L,0
16,53,L,0
17,53,L,0
18,53,L,0
19,53,L,0
20,53,L,0
21,53,L,0
22,53,.,0
23,53,L,0
24,53,L,0
25,53,L,0
26,53,L,0
27,53,L,0
28,53,.,0
29,53,L,0
30,53,L,0
31,53,L,0
32,53,L,0
33,53,L,0
34,53,.,0
35,53,L,0
36,53,L,0
37,53,L,0
38,53,L,0
39,53,L,0
40,53,L,0
41,53,.,0
42,53,L,0
43,53,L,0
44,53,L,0
45,53,L,0
46,53,L,0
47,53,L,0
48,53,L,0
49,53,L,0
50,53,.,0
51,53,L,0
52,53,L,0
53,53,L,0
54,53,.,0
55,53,L,0
56,53,L,0
57,53,L,0
58,53,L,0
59,53,L,0
60,53,.,0
61,53,L,0
62,53,L,0
63,53,L,0
64,53,L,0
65,53,L,0
66,53,L,0
67,53,L,0
68,53,L,0
69,53,L,0
70,53,L,0
71,53,L,0
72,53,L,0
73,53,L,0
74,53,L,0
75,53,L,0
76,53,L,0
77,53,L,0
78,53,L,0
79,53,L,0
80,53,L,0
81,53,L,0
82,53,L,0
83,53,L,0
84,53,L,0
85,53,L,0
86,53,L,0
87,53,L,0
88,53,L,0
89,53,L,0
90,53,L,0
0,54,L,0
1,54,L,0
2,54,L,0
3,54,L,0
4,54,L,0
5,54,L,0
6,54,L,0
7,54,L,0
8,54,L,0
9,54,.,0
10,54,L,0
11,54,.,0
12,54,L,0
13,54,L,0
14,54,L,0
15,54,L,0
16,54,L,0
17,54,.,0
18,54,L,0
19,54,L,0
20,54,L,0
21,54,L,0
22,54,.,0
23,54,L,0
24,54,L,0
25,54,L,0
26,54,L,0
27,54,.,0
28,54,L,0
29,54,L,0
30,54,L,0
31,54,L,0
32,54,L,0
33,54,L,0
34,54,L,0
35,54,L,0
36,54,L,0
37,54,L,0
38,54,L,0
39,54,L,0
40,54,L,0
41,54,L,0
42,54,L,0
43,54,L,0
44,54,L,0
45,54,L,0
46,54,L,0
47,54,L,0
48,54,L,0
49,54,L,0
50,54,L,0
51,54,L,0
52,54,L,0
53,54,L,0
54,54,L,0
55,54,L,0
56,54,L,0
57,54,L,0
58,54,L,0
59,54,L,0
60,54,L,0
61,54,L,0
62,54,L,0
63,54,L,0
64,54,L,0
65,54,L,0
66,54,L,0
67,54,L,0
68,54,L,0
69,54,L,0
70,54,L,0
71,54,L,0
72,54,L,0
73,54,L,0
74,54,.,0
75,54,L,0
76,54,L,0
77,54,L,0
78,54,L,0
79,54,L,0
80,54,L,0
81,54,L,0
82,54,L,0
83,54,L,0
84,54,L,0
85,54,L,0
86,54,L,0
87,54,L,0
88,54,L,0
89,54,L,0
90,54,L,0
0,55,L,0
1,55,L,0
2,55,L,0
3,55,L,0
4,55,L,0
5,55,L,0
6,55,L,0
7,55,L,0
8,55,L,0
9,55,L,0
10,55,L,0
11,55,L,0
12,55,L,0
13,55,L,0
14,55,L,0
15,55,L,0
16,55,L,0
17,55,.,0
18,55,L,0
19,55,L,0
20,55,L,0
21,55,L,0
22,55,.,0
23,55,L,0
24,55,L,0
25,55,L,0
26,55,L,0
27,55,L,0
28,55,.,0
29,55,L,0
30,55,L,0
31,55,.,0
32,55,L,0
33,55,L,0
34,55,.,0
35,55,L,0
36,55,L,0
37,55,L,0
38,55,L,0
39,55,L,0
40,55,L,0
41,55,L,0
42,55,L,0
43,55,L,0
44,55,L,0
45,55,L,0
46,55,L,0
47,55,L,0
48,55,L,0
49,55,L,0
50,55,.,0
51,55,L,0
52,55,L,0
53,55,L,0
54,55,.,0
55,55,L,0
56,55,L,0
57,55,.,0
58,55,L,0
59,55,L,0
60,55,L,0
61,55,L,0
62,55,L,0
63,55,L,0
64,55,L,0
65,55,L,0
66,55,L,0
67,55,L,0
68,55,.,0
69,55,L,0
70,55,L,0
71,55,L,0
72,55,L,0
73,55,L,0
74,55,L,0
75,55,L,0
76,55,L,0
77,55,L,0
78,55,L,0
79,55,.,0
80,55,L,0
81,55,L,0
82,55,L,0
83,55,L,0
84,55,L,0
85,55,L,0
86,55,L,0
87,55,L,0
88,55,L,0
89,55,L,0
90,55,L,0
0,56,L,0
1,56,L,0
2,56,L,0
3,56,L,0
4,56,L,0
5,56,L,0
6,56,L,0
7,56,L,0
8,56,L,0
9,56,L,0
10,56,L,0
11,56,L,0
12,56,L,0
13,56,L,0
14,56,L,0
15,56,L,0
16,56,L,0
17,56,L,0
18,56,L,0
19,56,L,0
20,56,L,0
21,56,L,0
22,56,L,0
23,56,L,0
24,56,L,0
25,56,L,0
26,56,.,0
27,56,L,0
28,56,.,0
29,56,L,0
30,56,L,0
31,56,L,0
32,56,L,0
33,56,L,0
34,56,.,0
35,56,L,0
36,56,L,0
37,56,L,0
38,56,L,0
39,56,L,0
40,56,L,0
41,56,.,0
42,56,L,0
43,56,L,0
44,56,L,0
45,56,L,0
46,56,L,0
47,56,L,0
48,56,L,0
49,56,L,0
50,56,.,0
51,56,L,0
52,56,L,0
53,56,L,0
54,56,L,0
55,56,L,0
56,56,L,0
57,56,L,0
58,56,L,0
59,56,L,0
60,56,L,0
61,56,L,0
62,56,L,0
63,56,L,0
64,56,L,0
65,56,L,0
66,56,L,0
67,56,.,0
68,56,.,0
69,56,L,0
70,56,L,0
71,56,L,0
72,56,L,0
73,56,L,0
74,56,.,0
75,56,L,0
76,56,L,0
77,56,L,0
78,56,L,0
79,56,L,0
80,56,L,0
81,56,L,0
82,56,L,0
83,56,L,0
84,56,L,0
85,56,L,0
86,56,L,0
87,56,L,0
88,56,L,0
89,56,L,0
90,56,L,0
0,57,L,0
1,57,L,0
2,57,L,0
3,57,L,0
4,57,L,0
5,57,L,0
6,57,L,0
7,57,L,0
8,57,L,0
9,57,L,0
10,57,L,0
11,57,L,0
12,57,L,0
13,57,L,0
14,57,L,0
15,57,L,0
16,57,L,0
17,57,.,0
18,57,.,0
19,57,L,0
20,57,L,0
21,57,L,0
22,57,.,0
23,57,.,0
24,57,L,0
25,57,L,0
26,57,L,0
27,57,L,0
28,57,L,0
29,57,L,0
30,57,L,0
31,57,L,0
32,57,L,0
33,57,L,0
34,57,.,0
35,57,L,0
36,57,L,0
37,57,L,0
38,57,L,0
39,57,L,0
40,57,L,0
41,57,L,0
42,57,L,0
43,57,L,0
44,57,L,0
45,57,L,0
46,57,L,0
47,57,L,0
48,57,L,0
49,57,L,0
50,57,.,0
51,57,L,0
52,57,L,0
53,57,L,0
54,57,L,0
55,57,L,0
